ID,Name,Name_es,Exercise type,BodyPart,Equipment,Gender,Target,Synergist
3299,Full planche,,Stretching,Waist,Body weight,Male,Rectus Abdominis,"Gluteus Maximus, Hamstrings, Latissimus Dorsi, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Teres Major, Triceps Brachii"
3300,Lean planche,,Stretching,Waist,Body weight,Male,,
3301,Frog planche,,Stretching,Waist,Body weight,Male,"Obliques, Rectus Abdominis","Biceps Brachii, Brachialis, Brachioradialis, Gastrocnemius, Gluteus Maximus, Gluteus Medius, Hamstrings, Latissimus Dorsi, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Quadriceps, Soleus, Tensor Fasciae Latae, Teres Major, Triceps Brac"
3302,Handstand,,Stretching,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Deltoid Lateral, Latissimus Dorsi, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Teres Major"
3303,Flag,,Stretching,"Upper Arms, Waist",Body weight,Male,,
3304,Skin the cat,,Stretching,"Back, Waist",Body weight,Male,,
3305,Barbell Thruster,,Strength,"Shoulders, Thighs",Barbell,Male,"Deltoid Anterior, Gluteus Maximus, Quadriceps","Adductor Magnus, Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Soleus, Triceps Brachii"
3306,StrongMan Fingals Fingers,,Strength,"Back, Chest, Shoulders, Thighs",Weighted,Male,,
3307,StrongMan Keg Toss,,Strength,"Back, Hips, Shoulders",Weighted,Male,,
3308,Barbell Weighted Deadlift,,Strength,Hips,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Hamstrings, Soleus"
3309,Barbell Weighted Front Chest Squat,,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Hamstrings, Soleus"
3310,Barbell Weighted Bench Press,,Strength,Chest,Barbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
3311,Barbell Front Squat (from blocks),,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Hamstrings, Soleus"
3312,Weighted Muscle up (on bar),,Strength,"Back, Waist",Weighted,Male,,
3313,Weighted Straight Bar Dip,,Strength,Chest,Weighted,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
3314,Straddle Maltese,,Stretching,Waist,Body weight,Male,,
3315,Full Maltese,,Stretching,Waist,Body weight,Male,,
3316,Barbell Weightlifting Complex,,Strength,"Hips, Shoulders, Thighs",Barbell,Male,"Deltoid Anterior, Gluteus Maximus, Quadriceps","Adductor Magnus, Deltoid Lateral, Gastrocnemius, Hamstrings, Pectoralis Major Clavicular Head, Serratus Anterior, Soleus, Triceps Brachii"
3317,StrongMan Car Flip,,Strength,"Back, Chest, Hips, Thighs, Upper Arms, Waist",Weighted,Male,,
3318,Swing 360,,Aerobic,Cardio,Body weight,Male,,
3319,Dumbbell Lying on Floor Hammer Press,,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
3320,Dumbbell Hammer Grip Incline Bench Two Arm Row,,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
3321,Resistance Band Rear Fly,,Strength,Shoulders,Resistance Band,Male,Deltoid Posterior ,"Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
3322,Kettlebell deadlift,,Strength,"Hips, Thighs",Kettlebell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Hamstrings, Soleus"
3323,Kettlebell Half Turkish Get Up,,Strength,"Hips, Shoulders, Thighs, Waist",Kettlebell,Male,"Gluteus Maximus, Obliques, Quadriceps",
3324,Band Alternate Incline Chest Press with Twist,,Strength,Chest,Band,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Obliques, Pectoralis Major Sternal Head, Triceps Brachii"
3325,Band Alternate Low Row wtih Twist,,Strength,Back,Band,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
3326,Band Alternate Lat Pulldown with Twist,,Strength,Back,Band,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Obliques, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
3327,Full Planche Push-Up,,Strength,"Chest, Upper Arms, Waist",Body weight,Male,"Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Rectus Abdominis, Triceps Brachii","Gluteus Maximus, Hamstrings, Latissimus Dorsi, Serratus Anterior, Tensor Fasciae Latae, Teres Major"
3328,Barbell Complex - Stiff Leg Deadlift - Clean - Step,,Strength,"Hips, Shoulders, Thighs",Barbell,Male,,
3329,Roman Chair Sit-Up,,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques
3330,Oblique Crunches with Bent Knee Leg Lift,,Strength,Waist,Body weight,Male,"Adductor Brevis, Adductor Longus, Gluteus Medius, Obliques, Pectineous","Gracilis, Rectus Abdominis, Tensor Fasciae Latae"
3331,Oblique Crunches with Straight Leg Lift,,Strength,Waist,Body weight,Male,"Adductor Brevis, Adductor Longus, Gluteus Medius, Gracilis, Obliques",Rectus Abdominis
3332,Weighted Stability Ball Crunch (Full range),,Strength,Waist,Weighted,Male,Rectus Abdominis,Obliques
3333,Dumbbell One Arm Wide-Grip Bench Press,,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
3334,Dumbbell One Arm Floor Fly,,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Deltoid Anterior"
3335,Dumbbell Glute Bridge,,Strength,Hips,Dumbbell,Male,Gluteus Maximus,Hamstrings
3336,Dumbbell V-up,,Strength,Waist,Dumbbell,Male,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius"
3337,Dumbbell Side Bridge,,Strength,Waist,Dumbbell,Male,"Gluteus Medius, Obliques, Tensor Fasciae Latae",
3338,Dumbbell Single Stiff Leg Deadlift,,Strength,Hips,Dumbbell,Male,"Erector Spinae, Gluteus Maximus",Hamstrings
3339,Dumbbell One Arm Lunge,,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
3340,Dumbbell Stiff Leg Deadlift,,Strength,Hips,Dumbbell,Male,"Erector Spinae, Gluteus Maximus",Hamstrings
3341,Dumbbell Lunge (VERSION 2),,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
3342,Cable Y-raise,,Strength,Shoulders,Cable,Male,Deltoid Lateral,
3343,Lever Lateral Raise (VERSION 2),,Strength,Shoulders,Leverage machine,Male,Deltoid Lateral,
3344,Lever Crossovers,,Strength,Chest,Leverage machine,Male,Pectoralis Major Sternal Head,
3345,Hand Spring Wrist Curl,,Strength,Forearms,Weighted,Male,Wrist Flexors,
3348,Incline Shoulder Tap,,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior"
3349,Cable Front Squat,,Strength,Thighs,Cable,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
3350,Cable Lateral Lunge,,Strength,Thighs,Cable,Male,"Gluteus Maximus, Gluteus Medius, Quadriceps",
3351,Cable Lunge,,Strength,Thighs,Cable,Male,"Gluteus Maximus, Quadriceps",
3352,Cable Kneeling Pull Through,,Strength,Hips,Cable,Male,Gluteus Maximus,Hamstrings
3353,Cable One Arm High Pulley Overhead Tricep Extension,,Strength,Upper Arms,Cable,Male,Triceps Brachii,
3354,Cable Front Squat (VERSION 2),,Strength,Thighs,Cable,Male,"Gluteus Maximus, Quadriceps",
3355,Cable Lateral Lunge (VERSION 2),,Strength,Thighs,Cable,Male,"Gluteus Maximus, Gluteus Medius, Quadriceps",
3356,Cable Forward Lunge,,Strength,Thighs,Cable,Male,"Gluteus Maximus, Quadriceps",
3357,Cable Seated on Floor Row with Rope,,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",
3358,Cable Parallel Grip Lat Pulldown on Floor,,Strength,Back,Cable,Male,Latissimus Dorsi,
3359,Cable Standing Chest Press,,Strength,Chest,Cable,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",
3360,Bear Crawl,,Aerobic,Cardio,Body weight,Male,,
3361,Skater Hops,,Aerobic,Cardio,Body weight,Male,,
3362,Cable Lying Close Press,,Strength,Upper Arms,Cable,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
3363,Cable Standing Close Press,,Strength,Upper Arms,Cable,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
3364,Cable Seating Close Press,,Strength,Upper Arms,Cable,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
3368,Dumbbell Swing,,Strength,"Hips, Shoulders, Thighs",Dumbbell,Male,"Deltoid Anterior, Gluteus Maximus, Hamstrings","Adductor Magnus, Deltoid Lateral, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus"
3369,Battling Ropes Alternate Arms Squat,,Strength,"Back, Chest, Hips, Thighs",Battling Rope,Male,,
3370,Battling Ropes Alternate Arms Jump Squat,,Aerobic,"Back, Chest, Hips, Thighs",Battling Rope,Male,,
3371,Battling Ropes Side to Side Arms,,Strength,"Back, Chest, Waist",Battling Rope,Male,,
3372,Battling Ropes Alternate Arms Side Lunge,,Strength,"Back, Chest, Hips, Thighs",Battling Rope,Male,,
3373,Battling Ropes Inside Circle,,Strength,"Back, Chest, Shoulders, Thighs",Battling Rope,Male,,
3374,Battling Ropes Outside Circle,,Strength,"Back, Chest, Shoulders, Thighs",Battling Rope,Male,,
3375,Battling Ropes Fly,,Strength,"Chest, Shoulders",Battling Rope,Male,,
3376,Battling Ropes Jumping Jack,,Aerobic,"Back, Hips, Shoulders, Thighs",Battling Rope,Male,,
3377,Battling Ropes Russian Twist,,Strength,Waist,Battling Rope,Male,,
3378,Battling Ropes Split Jump,,Aerobic,"Back, Chest, Hips, Shoulders, Thighs",Battling Rope,Male,,
3379,Battling Ropes High Waves,,Strength,"Back, Chest, Shoulders",Battling Rope,Male,,
3380,Battling Ropes Low Waves,,Strength,"Chest, Shoulders, Upper Arms",Battling Rope,Male,,
3383,Pike Push up (on Bench) (VERSION 2),,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Deltoid Lateral, Serratus Anterior, Triceps Brachii"
3384,Battling Ropes Power Slam,,Strength,"Back, Chest, Waist",Battling Rope,Male,,
3385,Lever Seated Leg Press (VERSION 2),,Strength,"Hips, Thighs",Leverage machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
3386,Lever Seated Leg Extension (VERSION 2),,Strength,Thighs,Leverage machine,Male,Quadriceps,
3387,Dips between Chairs,,Strength,"Chest, Upper Arms",Body weight,Male,"Pectoralis Major Sternal Head, Triceps Brachii","Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head"
3388,Inverted Row between Chairs,,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior"
3389,Sit up with Chair Assisted,,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques
3390,Calf Raise from Deficit with Chair Supported,,Strength,Calves,Body weight,Male,Gastrocnemius,Soleus
3391,Bent Over Twist,,Stretching,Waist,Body weight,Male,Obliques,Rectus Abdominis
3392,Narrow Squat from Deficit,,Strength,"Hips, Thighs",Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
3393,Lying Leg Hip Raise on Floor,,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis",
3394,Glute March,,Strength,Hips,Body weight,Male,"Gluteus Maximus, Iliopsoas, Rectus Abdominis","Hamstrings, Quadriceps, Sartorius, Tensor Fasciae Latae"
3395,Sliding Leg Curl on Floor with Towel,,Strength,Hips,Body weight,Male,Hamstrings,"Gastrocnemius, Sartorius, Soleus"
3396,Flexion And Extension Hip Stretch (male),,Stretching,Hips,Body weight,Male,"Gluteus Maximus, Iliopsoas","Hamstrings, Quadriceps"
3397,Dumbbell Full Swing,,Strength,Hips,Dumbbell,Male,"Deltoid Anterior, Gluteus Maximus, Hamstrings","Adductor Magnus, Deltoid Lateral, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus"
3398,Dumbbell Front Rack Lunge,,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
3399,Barbell Front Rack Lunge,,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
3400,Dumbbell Clean and Press,,Strength,Weightlifting,Dumbbell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Erector Spinae, Gastrocnemius, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus, Trapezius Lower Fibers, T",
3401,Pike Push-up (between Benches),,Strength,Shoulders,Body weight,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Trapezius Lower Fibers, Trapezius Middle Fibers, Triceps Brachii"
3402,Pike Push-up (between Chairs),,Strength,Shoulders,Body weight,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Triceps Brachii"
3415,Assisted Inverse Leg Curl,,Strength,Thighs,Assisted,Male,Hamstrings,Gastrocnemius
3418,L-Pull-up,,Strength,"Back, Waist",Body weight,Male,,
3419,L-Sit on Floor,,Stretching,"Upper Arms, Waist",Body weight,Male,"Iliopsoas, Quadriceps, Rectus Abdominis, Tensor Fasciae Latae, Triceps Brachii",
3420,V-Sit on Floor,,Stretching,"Back, Shoulders, Upper Arms, Waist",Body weight,Male,"Deltoid Posterior , Iliopsoas, Infraspinatus, Quadriceps, Rectus Abdominis, Sartorius, Tensor Fasciae Latae, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers, Triceps Brachii",
3422,Crunch with Medicine Ball,,Strength,Waist,Medicine Ball,Male,Rectus Abdominis,Obliques
3433,Swimmer Kicks (VERSION 2) (male),,Strength,Hips,Body weight,Male,"Erector Spinae, Gluteus Maximus, Hamstrings",
3435,Single Leg Hip Bridge (straight leg) (male),,Strength,Hips,Body weight,Male,Gluteus Maximus,Hamstrings
3436,Superman (male),,Strength,Hips,Body weight,Male,Erector Spinae,"Gluteus Maximus, Hamstrings"
3438,Decline Leg Hip Raise,,Strength,"Hips, Waist",Body weight,Male,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae"
3439,Medicine Ball Backward Throw,,Strength,Hips,Medicine Ball,Male,"Erector Spinae, Gluteus Maximus, Hamstrings",
3440,Split Jump to Box,,Aerobic,"Hips, Thighs",Body weight,Male,,
3441,Seated Flexion And Extension Neck (male),,Strength,Neck,Body weight,Male,"Sternocleidomastoid, Trapezius Upper Fibers ",
3442,Medicine Ball Standing Overhead Throw,,Strength,"Chest, Upper Arms",Medicine Ball,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Triceps Brachii","Deltoid Anterior, Serratus Anterior"
3443,Dip on Floor with Chair,,Strength,"Chest, Upper Arms",Body weight,Male,"Pectoralis Major Sternal Head, Triceps Brachii","Deltoid Anterior, Latissimus Dorsi, Levator Scapulae"
3444,Step-up on Chair,,Strength,"Hips, Thighs",Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Soleus"
3448,Dumbbell Side Lunge (VERSION 3),,Strength,"Hips, Thighs",Dumbbell,Male,"Gluteus Maximus, Gluteus Medius, Quadriceps","Adductor Brevis, Adductor Longus, Adductor Magnus, Gracilis, Pectineous, Soleus"
3449,Dumbbell Russian Twist,,Strength,Waist,Dumbbell,Male,Obliques,Rectus Abdominis
3452,Dumbbell Svend Press,,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
3454,Dumbbell Superman,,Strength,Hips,Dumbbell,Male,"Erector Spinae, Gluteus Maximus",Hamstrings
3457,Burpee with Push-up (male),,Aerobic,Cardio,Body weight,Male,,
3458,Side Split,,Stretching,"Hips, Thighs",Body weight,Male,,
3459,Pulse-up,,Strength,Waist,Body weight,Male,Rectus Abdominis,"Iliopsoas, Obliques, Quadriceps, Tensor Fasciae Latae"
3460,Side Plank Hip Adduction (bent knee),,Strength,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Medius, Gracilis","Iliopsoas, Obliques, Tensor Fasciae Latae"
3461,Warming-up in Lunge (one),,Stretching,"Back, Hips, Thighs, Upper Arms",Body weight,Male,,
3462,Warming-up in Lunge (two),,Stretching,"Back, Hips, Thighs, Waist",Body weight,Male,,
3463,Warming-up in Lunge (three),,Stretching,"Chest, Hips, Shoulders, Thighs, Waist",Body weight,Male,,
3464,Warming-up in Lunge (four),,Stretching,"Hips, Thighs",Body weight,Male,,
3465,Warming-up in Lunge (five),,Stretching,"Back, Hips, Thighs",Body weight,Male,,
3466,Warming-up in Lunge (six),,Stretching,"Hips, Thighs, Waist",Body weight,Male,,
3467,Warming-up in Lunge (seven),,Stretching,"Back, Hips, Shoulders, Thighs, Waist",Body weight,Male,,
3468,Front Hamstring Stretch,,Stretching,"Hips, Thighs",Body weight,Male,,
3469,Downward Facing Dog,,Stretching,"Back, Chest, Hips, Shoulders, Thighs, Upper Arms",Body weight,Male,,
3470,Forward Lunge (male),,Strength,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
3471,Warrior Pose (male),,Stretching,"Back, Hips, Thighs",Body weight,Male,,
3472,Lying Leg Tuck Hip Stretch (male),,Stretching,"Hips, Thighs",Body weight,Male,,
3473,Standing Balance Outer Hip Stretch,,Stretching,"Hips, Thighs",Body weight,Male,,
3474,Lying Leg Tuck Hip Stretch wth Overhead Hands (male),,Stretching,"Back, Hips, Shoulders, Thighs",Body weight,Male,,
3475,Lying Leg Tuck Hip Back Stretch (male),,Stretching,"Back, Hips, Thighs",Body weight,Male,,
3476,Lying Leg Tuck Hip Twist Stretch (male),,Stretching,"Chest, Hips, Thighs, Waist",Body weight,Male,,
3477,Lying Leg Tuck Hip Back to Right Stretch (male),,Stretching,"Back, Hips, Thighs",Body weight,Male,,
3478,Lying Leg Tuck Hip Twist to Left Stretch (male),,Stretching,"Chest, Hips, Thighs, Waist",Body weight,Male,,
3479,Alternate Heel Touch Side Kick Squat,,Strength,"Hips, Thighs",Body weight,Male,"Gluteus Maximus, Gluteus Medius, Quadriceps","Adductor Brevis, Adductor Longus, Adductor Magnus, Gracilis, Pectineous, Tensor Fasciae Latae"
3480,Alternate Sprinter Lunge,,Strength,"Hips, Thighs",Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Hamstrings, Soleus"
3481,Split Sprinter Low Lunge,,Strength,"Hips, Thighs",Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Hamstrings, Soleus"
3482,Split Sprinter High Lunge,,Strength,"Hips, Thighs",Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Hamstrings, Soleus"
3483,Around the World Superman Hold,,Strength,Hips,Body weight,Male,"Erector Spinae, Gluteus Maximus",
3484,Elbow to Knee Sit-up,,Strength,Waist,Body weight,Male,Obliques,Rectus Abdominis
3485,Inverted Row with Bent Knee between Chairs,,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior"
3486,Inverted Chin Curl with Bent Knee between Chairs,,Strength,Upper Arms,Body weight,Male,Biceps Brachii,"Brachialis, Brachioradialis"
